player,kills,deaths,adr,kast,rating,team_on,team_against,map
Vaegten,10,20,44.7,63.3%,0.62,XI,Astralis Talent,Inferno
Liki,11,15,37.0,82.1%,0.89,Encore,sunday school,Overpass
smF,11,17,69.7,57.1%,0.74,CEPTER,Tricked,Nuke
Griller,9,21,47.7,63.0%,0.63,XI,MASONIC,Inferno
BRACE,15,11,69.3,76.2%,1.13,VERTEX,Rooster,Mirage
salazar,9,20,39.2,60.0%,0.58,ECSTATIC,Endpoint,Ancient
Vster,11,22,57.8,53.6%,0.75,Atlantic,CEPTER,Inferno
aizy,9,18,37.7,54.5%,0.48,NtK,Astralis Talent,Ancient
BøghmagiC,8,17,45.1,42.1%,0.42,EHM,Tricked,Overpass
pz,8,17,44.1,48.1%,0.63,VERTEX,Encore,Vertigo
rekonz,11,19,48.5,56.5%,0.55,sunday school,Rooster,Nuke
Cyrix,13,20,48.9,54.2%,0.57,Snakes Den,X13,Nuke
r4ul,10,15,47.0,63.0%,0.77,Corinthians,RED Canids,Overpass
Andrew,10,20,59.0,56.5%,0.61,Furious,Fluxo,Mirage
land1n,17,25,53.4,69.4%,0.84,TropiCaos,Sharks,Inferno
Sm1llee,23,32,72.0,57.1%,0.85,JANO,EYEBALLERS,Mirage
npl,13,11,66.0,95.0%,1.22,Natus Vincere,Rare Atom,Nuke
Snowzin,12,20,70.4,64.0%,0.77,Case,Meta,Ancient
Xant3r,13,18,59.2,52.2%,0.7,Insilio,B8,Nuke
BTN,15,22,68.7,72.4%,0.9,Nexus,AGO,Nuke
piriaz1n,9,8,57.7,83.3%,1.03,O PLANO,Paquetá,Vertigo
Soulfly,13,21,58.8,70.4%,0.76,Sangal,FORZE,Inferno
matios,9,20,49.9,55.6%,0.61,INTZ,Boca Juniors,Ancient
prosus,18,21,67.1,74.3%,0.97,BIG Academy,Astralis Talent,Ancient
nitr0,11,20,50.2,62.1%,0.79,Liquid,Spirit,Mirage
Xant3r,14,15,73.9,66.7%,1.01,Insilio,Spirit Academy,Vertigo
WOOD7,12,13,58.7,65.2%,0.93,Fluxo,Sharks,Nuke
Ex3rcice,6,19,45.8,45.8%,0.46,HEET,MOUZ NXT,Inferno
lisa,12,21,50.8,66.7%,0.69,Shimmer,CLG Red,Overpass
saadzin,19,13,59.0,83.3%,1.12,CARECAS,O PLANO,Anubis
yoshiloo,4,17,40.5,45.0%,0.34,Starfish,Detonate SparX,Inferno
Alisson,11,13,44.9,72.7%,0.9,Meta,Sharks,Inferno
Jhessy,8,16,39.4,60.9%,0.59,Parabellum fe,MIBR fe,Inferno
tata,7,17,47.6,45.0%,0.4,ENDGAME,B4 fe,Nuke
smekk-,20,27,59.2,51.2%,0.77,Nexus,HAVU,Mirage
electroNic,3,17,48.5,36.8%,0.32,Natus Vincere,Astralis,Overpass
Patti,24,29,60.9,61.0%,0.79,Astralis Talent,GamerLegion,Ancient
MaLLby,17,22,60.4,63.0%,0.78,ARCTIC,RED Canids,Ancient
cptkurtka023,19,29,67.6,73.5%,0.86,B8,PROSPECTS,Inferno
MisteM,5,18,36.8,56.5%,0.46,ATK,Liquid,Overpass
Ann4,13,24,54.8,35.7%,0.55,GUILD,9 Pandas Fearless,Vertigo
kyossa,17,13,71.6,72.0%,1.04,G2 Oya,Flames Shieldmaidens,Vertigo
Tauson,5,17,43.2,44.4%,0.27,MASONIC,MOUZ NXT,Vertigo
ALLE,12,12,64.6,81.0%,1.06,Paquetá,FUSION,Overpass
aurora,6,20,48.4,40.9%,0.38,Astralis fe,BIG EQUIPA,Ancient
nicoodoz,22,13,80.1,78.6%,1.31,fnatic,9z,Ancient
Goofy,22,16,102.5,76.9%,1.4,9INE,MOUZ,Nuke
sjuush,16,16,77.2,77.3%,1.06,Heroic,BIG,Overpass
Annihilation,19,18,68.4,73.3%,1.1,TheMongolz,Imperial,Mirage
awzek,30,29,93.5,82.9%,1.21,ALTERNATE aTTaX,HEET,Overpass
HENU,16,10,94.3,90.9%,1.53,ENCE Academy,Zero Tenacity,Overpass
prosus,23,24,96.9,69.0%,1.11,BIG Academy,EYEBALLERS,Overpass
Djoko,27,20,115.9,84.6%,1.62,HEET,Into the Win,Ancient
ragga,13,20,85.3,50.0%,0.9,Nexus,Astralis Talent,Inferno
The eLiVe,25,19,71.4,80.6%,1.22,Sampi,Copenhagen Flames,Overpass
spooke,24,15,100.8,85.2%,1.57,PROSPECTS,Zero Tenacity,Inferno
anarkez,18,12,84.8,87.0%,1.46,ECLOT,Tricked,Anubis
Pechyn,27,18,94.9,75.9%,1.43,Enterprise,PGE Turow,Mirage
yel,19,18,77.9,76.9%,1.11,Paquetá,ARCTIC,Inferno
Infinite,25,13,94.0,74.1%,1.43,Strife,paiN,Vertigo
gulito,21,20,80.2,69.0%,1.12,BLINK,ENCE Academy,Vertigo
luchov,27,25,95.7,71.4%,1.33,BESTIA,9z,Mirage
Kionetta,28,21,88.1,92.9%,1.47,Detonate SparX,Shimmer,Ancient
Snowzin,13,17,92.4,70.6%,1.02,Case,Sharks,Mirage
HENU,16,16,81.9,71.4%,1.17,ENCE Academy,BIG Academy,Overpass
MoDo,22,7,89.9,91.3%,1.76,Nexus,BLINK,Mirage
PwnAlone,35,19,96.2,88.6%,1.52,Party Astronauts,Nouns,Nuke
shane,22,17,98.9,69.2%,1.26,timbermen,Mythic,Anubis
Lcm,24,19,73.0,66.7%,1.17,Solid,Paquetá,Anubis
BobZ,21,19,77.0,78.6%,1.23,INTZ,O PLANO,Mirage
MATYS,29,20,97.6,80.0%,1.49,Sampi,VISU,Overpass
t9rnay,22,21,80.2,50.0%,1.12,RED Canids,Fluxo,Nuke
malta,23,16,94.7,69.2%,1.36,VERTEX,Grayhound,Mirage
MATYS,24,9,112.5,84.2%,1.93,Sampi,BLINK,Mirage
cxzi,22,21,96.9,88.9%,1.25,Party Astronauts,Nouns,Mirage
MisteM,38,27,92.9,78.6%,1.34,ATK,Party Astronauts,Inferno
brett,21,22,88.0,63.0%,1.06,Detonate,Nouns,Overpass
Lucaozy,18,15,84.4,79.2%,1.19,Fluxo,00NATION,Inferno
afro,26,9,109.6,82.6%,1.85,LDLC,DomiNation,Vertigo
maaryy,25,20,112.1,70.4%,1.37,AGO,PGE Turow,Ancient
apEX,23,8,89.9,87.0%,1.56,Vitality,BIG,Overpass
MATYS,16,19,73.8,72.7%,0.9,Sampi,VISU,Nuke
MoDo,24,12,76.2,73.1%,1.45,Nexus,Apeks Rebels,Nuke
krabeni,14,17,75.6,52.2%,0.89,BLINK,ALTERNATE aTTaX,Ancient
MAJ3R,24,25,79.6,77.1%,1.13,Eternal Fire,Aurora,Inferno
sLowi,22,18,87.0,57.7%,1.18,JANO,ENCE Academy,Mirage
try,22,14,87.9,80.0%,1.44,9z,00NATION,Inferno
vsm,32,22,88.1,82.4%,1.31,Fluxo,INTZ,Nuke
cynic,36,33,92.2,73.8%,1.3,Nouns,Party Astronauts,Overpass
sLowi,13,18,110.4,50.0%,0.89,JANO,MASONIC,Ancient
zAAz,20,20,86.9,74.1%,1.17,G2 Oya,GUILD,Inferno
bajmi,25,16,87.9,77.8%,1.29,ESCA,AGO,Vertigo
cptkurtka023,24,22,96.9,66.7%,1.32,B8,Falcons,Ancient
bery,23,17,84.7,63.0%,1.28,Cryptova,PGE Turow,Ancient
aNdu,41,38,90.4,79.2%,1.32,sYnck,Zero Tenacity,Inferno
zur1s,13,13,62.8,76.2%,0.94,Enterprise,JANO,Nuke
magixx,16,14,68.4,69.2%,1.07,Spirit,Astralis,Overpass
PR,24,14,94.5,84.6%,1.49,Cryptova,yologang420,Overpass
zyored,20,16,100.2,76.0%,1.26,Cryptova,PGE Turow,Ancient
deb0,25,10,93.1,91.7%,1.75,BLINK,PROSPECTS,Vertigo
asran,21,13,87.0,68.0%,1.34,AGO,IKLA,Overpass
arT,25,19,82.9,63.3%,1.16,FURIA,paiN,Mirage
cynic,18,18,74.6,72.0%,1.04,Nouns,Liquid,Nuke
vanessa,22,15,83.0,81.5%,1.33,Shimmer,Detonate SparX,Inferno
Darber,34,26,105.4,66.7%,1.41,Cryptova,SINNERS,Overpass
xertioN,33,23,88.7,82.4%,1.47,MOUZ,FaZe,Inferno
siuhy,16,17,71.1,69.6%,1.02,GamerLegion,Bad News Eagles,Vertigo
Vexite,30,15,111.0,75.0%,1.68,Grayhound,TheMongolz,Ancient
saffee,21,9,96.8,80.0%,1.62,FURIA,Liquid,Mirage
Bwills,19,11,94.4,90.9%,1.63,Nouns,Flamengo,Mirage
brnz4n,28,17,121.5,80.8%,1.82,MIBR,BESTIA,Inferno
DeStiNy,21,17,81.5,70.4%,1.25,Paquetá,Evil Geniuses,Overpass
Dytor,19,15,93.5,77.3%,1.37,ECLOT,Cryptova,Overpass
atarax1a,26,17,84.1,83.3%,1.36,Boca Juniors,Furious,Ancient
r1nkle,21,19,84.3,78.3%,1.09,B8,Into the Breach,Vertigo
T4gg3D,20,16,90.6,63.6%,1.29,Sampi,SINNERS,Nuke
j3zyy,23,18,76.9,71.4%,1.21,MOON,Websterz,Mirage
siuhy,21,14,94.3,70.8%,1.43,GamerLegion,Falcons,Mirage
D0cC,27,11,105.8,84.6%,1.72,Twisted Minds,Eruption,Anubis
sLowi,29,14,108.7,70.4%,1.63,JANO,Coalesce,Anubis
BRACE,14,18,66.0,65.2%,0.87,VERTEX,Twisted Minds,Inferno
cynic,28,13,93.7,78.6%,1.51,Nouns,yur,Overpass
Lcm,22,18,86.2,61.5%,1.2,Solid,Paquetá,Anubis
MRN1,24,13,125.3,85.7%,1.82,Boca Juniors,WINDINGO,Nuke
T4gg3D,21,17,81.9,71.4%,1.12,Sampi,ECLOT,Overpass
kinqie,31,19,139.8,84.6%,1.9,MOON,HYDRA,Ancient
mezii,28,15,94.5,89.7%,1.51,fnatic,B8,Ancient
PR,22,10,113.0,90.0%,1.78,Cryptova,SINNERS,Anubis
ProbLeM,25,16,99.8,64.3%,1.34,Forward,Websterz,Inferno
F1KU,23,14,98.7,70.4%,1.41,OG,SAW,Inferno
Girafffe,13,16,72.1,54.5%,0.82,Viperio,Sprout,Anubis
simke,22,20,100.9,71.4%,1.37,Zero Tenacity,Astralis Talent,Inferno
AMANEK,28,7,121.4,86.4%,2.05,LDLC,EYEBALLERS,Ancient
BledarD,20,12,75.4,84.6%,1.41,BLINK,AGO,Anubis
casey,40,26,121.9,77.1%,1.61,PALOMA,HEET,Vertigo
sense,32,22,98.2,77.8%,1.44,Apeks Rebels,Nexus,Ancient
MSL,18,18,69.1,58.3%,1.03,NtK,Illuminar,Nuke
nafany,21,20,79.4,65.5%,1.13,Cloud9,Astralis,Overpass
KRIMZ,22,20,97.2,67.9%,1.26,fnatic,OG,Ancient
miko,30,24,97.3,70.6%,1.33,empire goblins,ECLOT,Anubis
nolkz,22,7,126.9,94.4%,2.07,Fuscão 1500,ODDIK,Overpass
kye,29,15,105.4,74.1%,1.63,FURIA Academy,MIBR Academy,Vertigo
s1n,24,14,97.3,88.5%,1.45,BIG Academy,GHR,Inferno
k1to,11,18,72.9,57.9%,0.71,BIG,Cloud9,Mirage
PANIX,23,15,95.2,80.0%,1.51,Into the Bin,FROGS,Mirage
headtr1ck,25,17,63.6,77.8%,1.28,Ninjas in Pyjamas,fnatic,Ancient
draken,21,18,72.7,59.3%,1.07,GODSENT,OG,Ancient
devoduvek,27,18,96.9,86.2%,1.49,Arcadia,Make Your Destiny,Anubis
kauez,24,21,91.6,69.0%,1.3,FURIA Academy,Boca Juniors,Ancient
EliGE,22,20,97.8,75.0%,1.25,Liquid,paiN,Mirage
Nenwin,17,17,89.9,71.4%,1.12,Choppers,Into the Bin,Mirage
s1n,23,21,80.5,75.0%,1.13,BIG Academy,MASONIC,Vertigo
hades,24,20,71.9,71.4%,1.15,9INE,BIG,Overpass
Ax1Le,23,16,88.0,74.1%,1.43,Cloud9,Ninjas in Pyjamas,Overpass
draken,13,12,71.6,72.7%,1.06,GODSENT,Astralis,Ancient
allu,48,25,103.8,76.2%,1.57,JANO,BIG Academy,Anubis
junior,31,13,89.9,82.8%,1.65,EG Black,FURIA,Inferno
righi,23,10,111.4,81.8%,1.68,Desorganizados,CARECAS,Nuke
VINI,24,17,87.6,81.5%,1.45,Imperial,Complexity,Overpass
sdy,24,11,100.2,84.0%,1.61,Monte,Spirit Academy,Vertigo
DreaM,26,13,92.5,81.5%,1.52,EPIC DUDES,AGO,Ancient
HObbit,24,11,102.4,82.6%,1.59,Cloud9,Ninjas in Pyjamas,Vertigo
seabraez,21,17,78.4,80.0%,1.26,Make Your Destiny,JANO,Inferno
whatz,20,16,77.7,76.9%,1.19,Fourteen,undefined,Vertigo
nicoodoz,21,18,78.8,60.0%,1.08,fnatic,GODSENT,Anubis
Fessor,20,18,87.7,72.4%,1.2,Endpoint,Spirit Academy,Mirage
MisteM,25,18,94.6,70.4%,1.44,ATK,Strife,Overpass
Goofy,26,18,101.3,71.4%,1.43,9INE,fnatic,Nuke
phx,16,16,90.8,59.1%,1.09,MIBR Academy,Case,Nuke
Wolfie,28,20,94.8,75.9%,1.35,Into the Bin,Insilio,Ancient
JW,24,19,77.8,67.9%,1.13,EYEBALLERS,iNation,Overpass
exit,23,17,106.5,80.8%,1.39,MIBR,paiN,Vertigo
pavv,22,18,84.0,78.6%,1.24,Boca Juniors,ODDIK,Ancient
josefine,20,9,103.9,86.4%,1.6,Flames Shieldmaidens,GUILD,Overpass
ASTRA,28,13,102.8,84.0%,1.74,NIP Impact,Astralis fe,Overpass
simke,22,22,81.5,70.0%,1.2,Zero Tenacity,Into the Bin,Inferno
smooya,13,16,73.9,59.1%,0.91,OG,Ninjas in Pyjamas,Overpass
iso,29,11,126.0,95.7%,2.07,PALOMA,Partizan,Mirage
xavi,24,22,79.5,69.0%,1.15,ROYALS,K23,Mirage
lollipop21k,22,17,82.3,63.0%,1.21,Iron Branch,HEET,Anubis
HENU,25,11,141.5,90.5%,2.03,ENCE Academy,Viperio,Ancient
junior,25,11,84.0,75.0%,1.42,EG Black,ATK,Inferno
consti,11,16,49.8,52.4%,0.74,Vendetta,EG Black,Inferno
Bonga,19,21,84.2,60.0%,1.01,EPIC DUDES,GODSENT,Inferno
gbb,14,18,71.6,59.1%,0.89,Fuscão 1500,RED Canids,Ancient
sl3nd,29,16,97.5,78.6%,1.47,MOUZ NXT,Young Ninjas,Ancient
Ro1f,22,18,86.2,80.8%,1.21,PROSPECTS,Spirit Academy,Vertigo
BledarD,28,16,96.3,80.0%,1.49,BLINK,Viperio,Vertigo
joel,24,13,87.7,80.8%,1.43,GODSENT,BIG,Inferno
MSL,20,18,96.0,70.8%,1.25,NtK,PROSPECTS,Inferno
aVN,24,18,106.0,79.2%,1.29,Zero Tenacity,ENCE Academy,Mirage
apocdud,31,12,121.8,80.8%,1.88,e-LEMON-ators,Rooster,Vertigo
consti,34,18,72.9,85.4%,1.39,Vendetta,Strife,Inferno
djay,22,11,100.5,95.7%,1.6,ATK,EG Black,Inferno
Tender,17,17,68.5,63.0%,0.97,Vendetta,ATK,Inferno
jL,26,17,140.6,76.2%,1.87,Apeks,Aurora,Anubis
stormzyn,18,18,86.5,50.0%,1.05,CARECAS,Boca Juniors,Inferno
bodyy,28,19,114.5,76.7%,1.54,Falcons,1WIN,Nuke
rekonz,16,16,68.5,68.0%,1.05,sunday school,VERTEX,Inferno
corn,19,21,88.4,67.9%,0.99,Davenport University,Mythic,Overpass
leri511,23,13,93.8,82.6%,1.47,HYDRA,Arcadia,Nuke
KalubeR,25,18,93.9,82.8%,1.39,Partizan,500,Inferno
Qiyarah,31,21,106.1,76.7%,1.59,NIP Impact,9 Pandas Fearless,Anubis
s1n,26,17,93.8,69.0%,1.41,BIG Academy,Illuminar,Mirage
neo,20,20,80.9,70.0%,1.13,Arena,DeadWeight,Anubis
Wolffe,22,21,89.8,70.0%,1.2,Take Flyte,Mythic,Ancient
neo,23,20,73.9,77.1%,1.2,Arena,better than you,Inferno
k1Nky,28,21,90.2,79.3%,1.28,Cartel terraza,Davenport University,Anubis
scar,22,14,88.8,76.9%,1.41,Limitless,Snakes Den,Nuke
Lcm,18,9,76.1,75.0%,1.43,Fuscão 1500,Hype,Ancient
allee,28,20,116.3,72.4%,1.48,Þór,Atlantic,Anubis
AZUWU,26,26,78.7,60.0%,1.11,Coalesce,Partizan,Anubis
electroNic,18,20,100.8,56.0%,1.17,Natus Vincere,FaZe,Mirage
SHOOWTiME,16,24,72.7,60.0%,0.83,Flamengo,Sharks,Ancient
BOROS,29,20,93.8,70.0%,1.37,Monte,1WIN,Nuke
LNZ,17,16,70.6,74.1%,1.05,Young Ninjas,PROSPECTS,Overpass
r1see,13,18,90.2,77.3%,0.99,ODDIK,RED Canids,Anubis
Xant3r,16,21,74.2,54.2%,0.88,Insilio,500,Ancient
MaSvAl,35,22,98.9,83.3%,1.51,Iron Branch,PROSPECTS,Overpass
fleav,53,32,109.5,79.2%,1.57,Budapest Five,Believe,Vertigo
nettik,23,19,96.0,63.0%,1.25,Rooster,VERTEX,Overpass
sacrifice,18,17,98.2,84.0%,1.27,1 JIN,Take Flyte,Vertigo
Marro,15,19,66.2,66.7%,0.83,Cartel terraza,Limitless,Nuke
ckzao,24,20,93.0,74.1%,1.27,RED Canids,Flamengo,Ancient
abr,17,16,97.4,71.4%,1.25,Meta,Sharks,Vertigo
roman,20,15,91.6,85.2%,1.47,SAW,K23,Nuke
deko,15,16,65.8,68.2%,0.99,1WIN,9INE,Overpass
Queenix,16,18,80.0,61.5%,1.14,ECSTATIC,Partizan,Anubis
detr0ittJ,20,18,68.6,60.7%,0.98,RED Canids,ODDIK,Nuke
Twistzz,29,8,128.6,86.4%,2.24,FaZe,FORZE,Mirage
ArtFr0st,26,11,98.4,91.7%,1.74,Spirit Academy,Iron Branch,Inferno
Patti,23,22,70.8,77.1%,1.13,Astralis Talent,K23,Anubis
malta,19,19,81.7,58.3%,0.99,VERTEX,Grayhound,Vertigo
asap,23,20,86.5,65.5%,1.17,Rooster,VERTEX,Overpass
yodinha2k,41,29,101.3,78.6%,1.48,MIBR fe,W7M fe,Mirage
SunPayus,20,18,68.9,76.7%,1.17,ENCE,Vitality,Vertigo
AZUWU,28,16,119.7,80.8%,1.69,Coalesce,Believe,Mirage
FRANSSON,26,22,78.1,70.6%,1.16,PROSPECTS,Endpoint,Vertigo
Margo,18,16,79.2,75.0%,1.11,Angels,G2 Oya,Vertigo
prosus,23,16,91.2,92.9%,1.53,BIG Academy,ECSTATIC,Anubis
story,24,15,92.8,77.8%,1.47,SAW,EYEBALLERS,Vertigo
Girafffe,21,18,80.9,68.0%,1.16,Viperio,500,Overpass
iso,20,17,100.9,71.4%,1.3,PALOMA,Monte,Vertigo
frozen,20,14,73.5,84.6%,1.23,MOUZ,Cloud9,Mirage
spooke,32,25,97.3,66.7%,1.27,PROSPECTS,Insilio,Vertigo
anarkez,23,19,82.1,79.3%,1.23,ECLOT,PALOMA,Vertigo
TOAO,23,15,98.6,70.4%,1.42,Illuminar,ECSTATIC,Nuke
910,26,18,101.5,68.0%,1.37,Clutch,Wings Up,Anubis
DemQQ,19,12,65.6,91.7%,1.4,Monte,Spirit Academy,Vertigo
s1n,31,11,133.4,87.5%,2.17,BIG Academy,SINNERS,Overpass
foggers,16,16,85.0,45.0%,0.98,e-LEMON-ators,Encore,Inferno
stamina,40,25,90.0,76.2%,1.48,Strife,timbermen,Overpass
Swisher,24,18,92.3,66.7%,1.26,ATK,EG Black,Vertigo
afro,21,17,75.4,76.0%,1.17,LDLC,Spirit Academy,Overpass
NEKIZ,18,16,75.8,69.6%,1.06,paiN,MOUZ,Ancient
Techno,28,7,125.8,80.0%,2.26,IHC,Newhappy,Mirage
sdy,21,10,85.6,79.2%,1.57,Monte,Sangal,Ancient
tomiko,27,17,95.6,73.9%,1.36,AGO,359,Mirage
starDUST,27,18,108.4,71.4%,1.53,Clutch,Eruption,Nuke
Jee,21,10,77.5,95.8%,1.53,Lynn Vision,Wings Up,Nuke
MMS,15,17,79.5,62.5%,1.04,Viperio,K23,Inferno
Brooxsy,23,22,91.7,76.7%,1.19,LDLC,Copenhagen Flames,Overpass
TRAVIS,27,22,92.5,71.4%,1.26,1WIN,FORZE,Overpass
casey,39,26,115.0,77.8%,1.55,PALOMA,Into the Bin,Mirage
flusha,31,19,111.0,83.3%,1.6,EYEBALLERS,Let us cook,Anubis
nqz,20,16,89.5,75.0%,1.41,00NATION,Natus Vincere,Mirage
ragga,33,21,88.2,72.2%,1.3,Nexus,iNation,Inferno
Aerial,19,18,70.3,60.7%,0.99,HAVU,BIG,Mirage
910,17,16,72.5,59.1%,0.92,Clutch,IHC,Overpass
realz1n,21,8,97.1,90.0%,1.59,RED Canids,Fuscão 1500,Ancient
dare,17,19,74.9,68.2%,1.01,timbermen,EG Black,Vertigo
oskar,28,7,116.7,95.7%,2.07,SINNERS,AGO,Vertigo
voltera,31,20,102.0,76.7%,1.5,Corinthians,RED Canids,Nuke
skyye,22,18,85.0,86.7%,1.29,BIG Academy,K23,Overpass
HeavyGod,30,15,126.1,92.3%,1.92,Endpoint,500,Overpass
shaiK,14,20,72.7,62.5%,0.83,359,Astralis Talent,Overpass
fakzwall,19,18,78.5,66.7%,0.96,WINDINGO,Flamengo,Ancient
CoJoMo,28,16,107.2,73.1%,1.64,REIGN,Melly Madness,Inferno
AtomiK,22,18,76.2,76.7%,1.22,7AM NA,X13,Overpass
Queenix,21,21,84.9,75.0%,1.16,ECSTATIC,Copenhagen Flames,Vertigo
deko,20,8,103.4,81.0%,1.63,1WIN,359,Mirage
magixx,21,21,91.9,60.7%,1.12,Spirit,Astralis,Ancient
Chr1zN,23,9,109.5,77.3%,1.72,MOUZ NXT,SINNERS,Nuke
b0RUP,26,20,97.2,92.3%,1.51,Copenhagen Flames,Sprout,Ancient
Yangue,14,17,77.4,68.2%,1.02,O PLANO,9z,Nuke
ph1,20,13,72.0,75.0%,1.29,paiN Academy,FURIA Academy,Vertigo
felps,25,21,89.1,70.0%,1.29,Fluxo,O PLANO,Mirage
snav,21,17,86.8,73.1%,1.22,timbermen,Detonate,Overpass
fREQ,23,15,95.0,78.3%,1.38,Corinthians,Furious,Inferno
OWNER,29,21,91.7,73.3%,1.4,B8,Iron Branch,Ancient
iDISBALANCE,18,18,70.2,73.1%,1.07,K23,HONORIS,Inferno
device,26,20,91.0,67.6%,1.38,Astralis,ATK,Inferno
Hatz,22,13,88.2,84.0%,1.52,Encore,sunday school,Nuke
vester,22,18,95.9,73.1%,1.41,XI,MASONIC,Overpass
ADDICT,32,16,114.6,75.0%,1.7,VERTEX,Encore,Nuke
Seb,21,16,89.0,70.4%,1.17,Snakes Den,X13,Ancient
proSHOW,21,16,83.9,78.6%,1.27,Corinthians,RED Canids,Inferno
b1t,21,10,106.2,82.6%,1.69,Natus Vincere,Rare Atom,Overpass
smekk-,27,20,111.0,74.1%,1.54,Nexus,AGO,Vertigo
kyuubii,25,19,88.3,67.9%,1.28,Sangal,FORZE,Ancient
prosus,31,25,103.3,66.7%,1.32,BIG Academy,Astralis Talent,Vertigo
Lucaozy,27,17,84.6,73.3%,1.35,Fluxo,Sharks,Mirage
Ex3rcice,24,12,126.7,90.5%,1.93,HEET,MOUZ NXT,Ancient
Lx,13,17,87.2,70.0%,1.08,Shimmer,CLG Red,Inferno
fokiu,26,25,94.5,66.7%,1.22,CARECAS,O PLANO,Mirage
abr,21,16,82.7,84.0%,1.29,Meta,Sharks,Ancient
s1mple,33,17,108.8,71.4%,1.71,Natus Vincere,Astralis,Inferno
short,22,17,75.3,71.4%,1.26,ARCTIC,RED Canids,Nuke
OWNER,29,13,114.0,80.0%,1.82,B8,PROSPECTS,Ancient
nython,28,16,97.2,85.7%,1.5,Paquetá,FUSION,Nuke
mezii,24,16,89.7,82.1%,1.3,fnatic,9z,Ancient
hades,19,18,86.3,65.4%,1.13,9INE,MOUZ,Nuke
TeSeS,16,17,77.0,63.6%,1.02,Heroic,BIG,Overpass
Bart4k,19,18,62.5,63.3%,0.97,TheMongolz,Imperial,Mirage
FreeZe,22,25,66.9,74.3%,0.99,ALTERNATE aTTaX,HEET,Overpass
podi,19,10,90.0,77.3%,1.39,ENCE Academy,Zero Tenacity,Overpass
s1n,22,21,86.4,65.5%,1.08,BIG Academy,EYEBALLERS,Overpass
Lucky,22,14,92.8,73.1%,1.34,HEET,Into the Win,Ancient
ERSIN,17,21,75.8,54.2%,0.87,Nexus,Astralis Talent,Inferno
sAvana1,22,26,82.5,75.0%,1.14,Sampi,Copenhagen Flames,Overpass
Ro1f,27,15,101.1,88.9%,1.49,PROSPECTS,Zero Tenacity,Inferno
Dytor,19,12,79.5,82.6%,1.38,ECLOT,Tricked,Anubis
zur1s,22,15,83.9,72.4%,1.25,Enterprise,PGE Turow,Mirage
nython,12,18,61.9,69.2%,0.85,Paquetá,ARCTIC,Inferno
stamina,22,18,92.9,74.1%,1.32,Strife,paiN,Vertigo
deb0,17,21,78.9,69.0%,1.0,BLINK,ENCE Academy,Vertigo
deco,22,24,76.3,71.4%,1.09,BESTIA,9z,Mirage
Andrea,26,18,91.8,78.6%,1.24,Detonate SparX,Shimmer,Ancient
yepz,11,17,65.4,47.1%,0.62,Case,Sharks,Mirage
juissi,12,19,73.8,76.2%,0.98,ENCE Academy,BIG Academy,Overpass
BTN,24,16,112.5,82.6%,1.61,Nexus,BLINK,Mirage
cxzi,27,24,100.6,80.0%,1.36,Party Astronauts,Nouns,Nuke
jitter,22,16,90.8,69.2%,1.23,timbermen,Mythic,Anubis
gbb,23,22,93.3,60.0%,1.14,Solid,Paquetá,Anubis
lub,22,18,83.6,64.3%,1.15,INTZ,O PLANO,Mirage
T4gg3D,25,22,96.5,80.0%,1.31,Sampi,VISU,Overpass
ckzao,22,20,70.9,73.3%,1.05,RED Canids,Fluxo,Nuke
pz,18,19,72.4,53.8%,0.92,VERTEX,Grayhound,Mirage
sAvana1,17,8,102.3,78.9%,1.62,Sampi,BLINK,Mirage
PwnAlone,18,16,71.2,77.8%,1.12,Party Astronauts,Nouns,Mirage
reck,28,26,83.5,66.7%,1.13,ATK,Party Astronauts,Inferno
SLIGHT,17,19,70.0,63.0%,1.02,Detonate,Nouns,Overpass
history,16,15,59.3,58.3%,0.92,Fluxo,00NATION,Inferno
Graviti,19,13,93.2,78.3%,1.44,LDLC,DomiNation,Vertigo
tomiko,21,22,78.7,66.7%,0.9,AGO,PGE Turow,Ancient
ZywOo,20,10,81.2,87.0%,1.42,Vitality,BIG,Overpass
T4gg3D,13,17,73.3,63.6%,0.88,Sampi,VISU,Nuke
adamS,21,16,101.6,69.2%,1.21,Nexus,Apeks Rebels,Nuke
BledarD,15,18,71.3,47.8%,0.86,BLINK,ALTERNATE aTTaX,Ancient
XANTARES,23,26,83.3,71.4%,1.1,Eternal Fire,Aurora,Inferno
ZOREE,15,18,66.3,65.4%,0.89,JANO,ENCE Academy,Mirage
dgt,23,14,84.3,80.0%,1.28,9z,00NATION,Inferno
Lucaozy,23,20,71.4,73.5%,1.11,Fluxo,INTZ,Nuke
nosraC,33,27,81.5,73.8%,1.13,Nouns,Party Astronauts,Overpass
ZOREE,9,16,56.7,61.1%,0.62,JANO,MASONIC,Ancient
kr4sy,19,19,71.7,74.1%,1.0,G2 Oya,GUILD,Inferno
ex1st,22,22,94.5,77.8%,1.21,ESCA,AGO,Vertigo
amster,17,19,68.1,66.7%,0.92,B8,Falcons,Ancient
Darber,18,22,75.4,66.7%,1.06,Cryptova,PGE Turow,Ancient
eku,37,32,89.3,77.1%,1.17,sYnck,Zero Tenacity,Inferno
Pechyn,11,16,69.2,71.4%,0.8,Enterprise,JANO,Nuke
Patsi,18,20,67.9,57.7%,0.99,Spirit,Astralis,Overpass
