id,team_1,team_2,map_1,team_1_map_1_player_1,team_1_map_1_player_1_kd,team_1_map_1_player_1_adr,team_1_map_1_player_1_kast,team_1_map_1_player_1_rating,team_1_map_1_player_2,team_1_map_1_player_2_kd,team_1_map_1_player_2_adr,team_1_map_1_player_2_kast,team_1_map_1_player_2_rating,team_1_map_1_player_3,team_1_map_1_player_3_kd,team_1_map_1_player_3_adr,team_1_map_1_player_3_kast,team_1_map_1_player_3_rating,team_1_map_1_player_4,team_1_map_1_player_4_kd,team_1_map_1_player_4_adr,team_1_map_1_player_4_kast,team_1_map_1_player_4_rating,team_1_map_1_player_5,team_1_map_1_player_5_kd,team_1_map_1_player_5_adr,team_1_map_1_player_5_kast,team_1_map_1_player_5_rating,team_2_map_1_player_1,team_2_map_1_player_1_kd,team_2_map_1_player_1_adr,team_2_map_1_player_1_kast,team_2_map_1_player_1_rating,team_2_map_1_player_2,team_2_map_1_player_2_kd,team_2_map_1_player_2_adr,team_2_map_1_player_2_kast,team_2_map_1_player_2_rating,team_2_map_1_player_3,team_2_map_1_player_3_kd,team_2_map_1_player_3_adr,team_2_map_1_player_3_kast,team_2_map_1_player_3_rating,team_2_map_1_player_4,team_2_map_1_player_4_kd,team_2_map_1_player_4_adr,team_2_map_1_player_4_kast,team_2_map_1_player_4_rating,team_2_map_1_player_5,team_2_map_1_player_5_kd,team_2_map_1_player_5_adr,team_2_map_1_player_5_kast,team_2_map_1_player_5_rating,map_2,team_1_map_2_player_1,team_1_map_2_player_1_kd,team_1_map_2_player_1_adr,team_1_map_2_player_1_kast,team_1_map_2_player_1_rating,team_1_map_2_player_2,team_1_map_2_player_2_kd,team_1_map_2_player_2_adr,team_1_map_2_player_2_kast,team_1_map_2_player_2_rating,team_1_map_2_player_3,team_1_map_2_player_3_kd,team_1_map_2_player_3_adr,team_1_map_2_player_3_kast,team_1_map_2_player_3_rating,team_1_map_2_player_4,team_1_map_2_player_4_kd,team_1_map_2_player_4_adr,team_1_map_2_player_4_kast,team_1_map_2_player_4_rating,team_1_map_2_player_5,team_1_map_2_player_5_kd,team_1_map_2_player_5_adr,team_1_map_2_player_5_kast,team_1_map_2_player_5_rating,team_2_map_2_player_1,team_2_map_2_player_1_kd,team_2_map_2_player_1_adr,team_2_map_2_player_1_kast,team_2_map_2_player_1_rating,team_2_map_2_player_2,team_2_map_2_player_2_kd,team_2_map_2_player_2_adr,team_2_map_2_player_2_kast,team_2_map_2_player_2_rating,team_2_map_2_player_3,team_2_map_2_player_3_kd,team_2_map_2_player_3_adr,team_2_map_2_player_3_kast,team_2_map_2_player_3_rating,team_2_map_2_player_4,team_2_map_2_player_4_kd,team_2_map_2_player_4_adr,team_2_map_2_player_4_kast,team_2_map_2_player_4_rating,team_2_map_2_player_5,team_2_map_2_player_5_kd,team_2_map_2_player_5_adr,team_2_map_2_player_5_kast,team_2_map_2_player_5_rating,map_3,team_1_map_3_player_1,team_1_map_3_player_1_kd,team_1_map_3_player_1_adr,team_1_map_3_player_1_kast,team_1_map_3_player_1_rating,team_1_map_3_player_2,team_1_map_3_player_2_kd,team_1_map_3_player_2_adr,team_1_map_3_player_2_kast,team_1_map_3_player_2_rating,team_1_map_3_player_3,team_1_map_3_player_3_kd,team_1_map_3_player_3_adr,team_1_map_3_player_3_kast,team_1_map_3_player_3_rating,team_1_map_3_player_4,team_1_map_3_player_4_kd,team_1_map_3_player_4_adr,team_1_map_3_player_4_kast,team_1_map_3_player_4_rating,team_1_map_3_player_5,team_1_map_3_player_5_kd,team_1_map_3_player_5_adr,team_1_map_3_player_5_kast,team_1_map_3_player_5_rating,team_2_map_3_player_1,team_2_map_3_player_1_kd,team_2_map_3_player_1_adr,team_2_map_3_player_1_kast,team_2_map_3_player_1_rating,team_2_map_3_player_2,team_2_map_3_player_2_kd,team_2_map_3_player_2_adr,team_2_map_3_player_2_kast,team_2_map_3_player_2_rating,team_2_map_3_player_3,team_2_map_3_player_3_kd,team_2_map_3_player_3_adr,team_2_map_3_player_3_kast,team_2_map_3_player_3_rating,team_2_map_3_player_4,team_2_map_3_player_4_kd,team_2_map_3_player_4_adr,team_2_map_3_player_4_kast,team_2_map_3_player_4_rating,team_2_map_3_player_5,team_2_map_3_player_5_kd,team_2_map_3_player_5_adr,team_2_map_3_player_5_kast,team_2_map_3_player_5_rating
14 Apr 10:00 2363689,Enterprise,Zero Tenacity,Mirage,M1key,31-22,116.3,80.0%,1.60,zur1s,28-17,81.0,80.0%,1.39,Pechyn,18-21,67.2,76.7%,0.91,SYSTEM,15-18,54.9,66.7%,0.85,leckr,12-18,47.8,56.7%,0.74,brutmonster,24-21,86.5,70.0%,1.23,nEMANHA,24-17,68.7,73.3%,1.13,aVN,20-21,79.1,63.3%,1.08,simke,16-22,56.9,70.0%,0.82,Cjoffo,12-23,57.4,53.3%,0.63,Inferno,SYSTEM,21-20,79.2,66.7%,1.13,zur1s,22-20,74.0,60.0%,1.12,Pechyn,22-21,81.3,76.7%,1.08,M1key,15-21,72.5,70.0%,0.93,leckr,16-18,40.7,66.7%,0.82,brutmonster,24-17,78.0,70.0%,1.25,aVN,23-21,91.1,70.0%,1.19,nEMANHA,21-21,76.6,56.7%,1.10,simke,17-21,66.6,70.0%,0.89,Cjoffo,14-17,45.5,66.7%,0.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Apr 10:00 2363693,VERTEX,Encore,Anubis,BRACE,20-10,90.0,86.4%,1.60,pz,18-11,80.8,81.8%,1.45,hazr,15-13,79.6,81.8%,1.31,ADDICT,16-10,62.6,86.4%,1.21,malta,14-13,79.6,77.3%,1.15,Liki,18-15,91.6,54.5%,1.06,Hatz,13-17,75.7,68.2%,0.91,TjP,12-18,62.0,63.6%,0.75,sterling,8-17,37.4,68.2%,0.61,SaVage,6-16,45.9,59.1%,0.54,Nuke,ADDICT,23-15,91.3,82.1%,1.51,pz,24-14,81.4,78.6%,1.39,hazr,19-13,76.9,78.6%,1.23,malta,14-21,71.0,64.3%,0.80,BRACE,8-16,26.3,75.0%,0.65,Liki,20-18,76.8,82.1%,1.22,TjP,17-17,69.9,64.3%,0.92,SaVage,18-17,67.9,71.4%,0.91,sterling,15-18,61.6,64.3%,0.89,Hatz,9-19,42.8,60.7%,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Apr 04:10 2363703,Nouns,Party Astronauts,Overpass,cynic,25-10,113.9,86.4%,1.82,MarKE,21-10,100.4,81.8%,1.60,Bwills,17-14,91.6,81.8%,1.36,cJ,11-7,57.7,90.9%,1.18,nosraC,17-15,68.0,77.3%,1.07,cxzi,14-20,80.0,72.7%,0.91,chop,11-18,56.4,68.2%,0.74,ben1337,12-17,50.3,68.2%,0.68,viz,10-17,48.1,50.0%,0.60,PwnAlone,9-19,56.6,45.5%,0.58,Nuke,MarKE,19-16,82.1,69.6%,1.24,Bwills,14-17,68.9,65.2%,0.85,nosraC,12-20,64.0,52.2%,0.69,cJ,9-19,54.1,56.5%,0.66,cynic,8-20,38.7,60.9%,0.62,cxzi,22-12,110.4,87.0%,1.67,PwnAlone,21-7,77.3,91.3%,1.54,chop,16-13,74.3,78.3%,1.22,ben1337,17-14,77.6,82.6%,1.09,viz,16-16,82.7,65.2%,1.07,Mirage,cynic,30-13,106.1,81.5%,1.71,MarKE,21-15,85.0,77.8%,1.19,nosraC,17-20,75.4,74.1%,1.06,cJ,13-15,61.7,81.5%,0.96,Bwills,17-18,67.5,63.0%,0.94,cxzi,22-21,96.9,88.9%,1.25,PwnAlone,18-16,71.2,77.8%,1.12,viz,16-18,70.3,59.3%,0.99,ben1337,12-21,48.1,55.6%,0.67,chop,12-22,51.2,63.0%,0.67
14 Apr 04:10 2363704,Detonate,ATK,Inferno,SLIGHT,22-20,84.3,64.3%,1.15,freshie,17-16,66.5,71.4%,1.02,Cryptic,16-19,76.0,71.4%,0.98,brett,13-21,62.8,57.1%,0.86,micro,15-20,57.0,60.7%,0.81,Swisher,25-14,93.2,75.0%,1.33,b0denmaster,18-15,58.9,78.6%,1.16,MisteM,17-18,77.9,71.4%,1.15,djay,19-16,77.3,75.0%,1.13,reck,16-20,66.7,64.3%,0.85,Mirage,SLIGHT,31-26,83.2,71.4%,1.27,freshie,35-24,80.5,69.0%,1.23,Cryptic,30-28,84.0,71.4%,1.13,brett,27-32,71.4,64.3%,0.95,micro,24-34,62.4,61.9%,0.83,Swisher,38-29,103.6,71.4%,1.45,b0denmaster,31-26,74.7,64.3%,1.06,reck,29-33,87.7,61.9%,0.97,MisteM,27-31,60.3,50.0%,0.78,djay,18-28,53.0,64.3%,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Apr 02:00 2363685,9z,00NATION,Overpass,buda,25-19,92.4,86.2%,1.38,dgt,20-14,74.8,79.3%,1.18,try,17-15,61.5,82.8%,1.17,max,17-19,74.7,72.4%,1.13,dav1deuS,19-19,69.9,72.4%,1.09,dumau,25-18,105.0,86.2%,1.41,coldzera,21-19,73.4,69.0%,1.02,latto,18-23,78.9,65.5%,0.86,n9xtz,11-18,42.5,65.5%,0.77,nqz,11-20,47.3,58.6%,0.62,Mirage,try,21-18,95.0,84.0%,1.39,dgt,17-10,61.0,88.0%,1.24,dav1deuS,19-17,84.4,64.0%,1.14,max,17-16,77.6,72.0%,1.04,buda,15-14,63.9,68.0%,1.02,latto,23-18,111.2,80.0%,1.37,nqz,16-17,66.0,64.0%,0.98,dumau,14-21,74.0,52.0%,0.83,coldzera,10-16,44.6,72.0%,0.76,n9xtz,10-18,39.6,56.0%,0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 Apr 01:00 2363701,paiN,FLUFFY AIMERS,Inferno,skullz,30-19,92.9,75.0%,1.32,zevy,27-21,65.7,66.7%,1.11,NEKIZ,26-29,79.0,61.1%,1.02,hardzao,16-19,57.2,75.0%,0.87,biguzera,16-23,60.0,61.1%,0.79,Peeping,34-23,98.1,69.4%,1.41,dea,29-21,76.8,77.8%,1.31,sacrifice,21-20,63.7,66.7%,1.01,LEARSI,14-24,58.6,66.7%,0.81,Jason,13-27,54.3,66.7%,0.73,Anubis,biguzera,26-12,106.9,87.0%,1.81,skullz,25-11,115.8,91.3%,1.77,hardzao,23-12,90.2,82.6%,1.42,zevy,16-15,87.5,87.0%,1.22,NEKIZ,8-16,41.4,65.2%,0.57,LEARSI,14-19,62.7,65.2%,0.98,sacrifice,15-19,78.0,69.6%,0.92,dea,15-21,76.8,69.6%,0.91,Peeping,13-20,68.6,65.2%,0.80,Jason,9-19,42.6,47.8%,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Apr 23:30 2363696,Party Astronauts,ATK,Overpass,cxzi,27-21,104.2,69.0%,1.50,viz,19-21,72.3,72.4%,1.01,chop,18-23,64.8,69.0%,0.96,PwnAlone,19-22,68.4,69.0%,0.90,ben1337,8-22,38.7,51.7%,0.53,Swisher,30-22,125.2,79.3%,1.63,MisteM,27-19,88.0,75.9%,1.22,b0denmaster,18-14,63.4,75.9%,1.13,reck,22-18,81.1,72.4%,1.11,djay,12-18,44.0,75.9%,0.77,Mirage,cxzi,28-18,106.3,71.4%,1.52,chop,23-14,75.4,75.0%,1.27,viz,16-12,71.5,82.1%,1.18,PwnAlone,14-15,60.5,71.4%,0.96,ben1337,15-18,59.3,71.4%,0.91,MisteM,17-19,73.3,60.7%,0.97,Swisher,16-19,70.2,64.3%,0.94,b0denmaster,16-20,67.8,60.7%,0.87,reck,19-22,68.9,57.1%,0.84,djay,9-16,43.2,53.6%,0.62,Inferno,chop,36-26,81.9,66.7%,1.13,viz,25-28,70.6,64.3%,0.97,cxzi,25-32,79.0,66.7%,0.93,ben1337,23-29,71.2,61.9%,0.90,PwnAlone,21-28,52.6,66.7%,0.86,MisteM,38-27,92.9,78.6%,1.34,reck,28-26,83.5,66.7%,1.13,djay,26-23,71.1,73.8%,1.11,Swisher,25-30,72.0,66.7%,0.91,b0denmaster,26-26,53.9,64.3%,0.91
14 Apr 01:00 2363636,Sharks,paiN Academy,Anubis,togs,28-16,85.4,70.0%,1.32,Gafolo,17-16,53.7,83.3%,1.15,chay,18-18,61.6,76.7%,1.11,drg,20-19,77.9,80.0%,1.08,rdnzao,15-17,82.7,73.3%,1.07,cass1n,21-16,72.0,70.0%,1.21,ritz,17-20,70.2,76.7%,1.02,nyezin,17-18,64.1,63.3%,0.92,ph1,17-20,61.2,63.3%,0.81,xureba,14-24,62.7,66.7%,0.75,Ancient,drg,21-11,84.6,80.0%,1.40,togs,22-15,98.8,72.0%,1.36,Gafolo,14-15,73.1,68.0%,1.03,rdnzao,16-18,61.7,68.0%,0.99,chay,15-17,66.9,72.0%,0.96,cass1n,21-16,92.6,76.0%,1.48,ritz,18-18,61.1,60.0%,0.93,nyezin,12-17,55.3,64.0%,0.79,xureba,12-19,59.4,72.0%,0.74,ph1,13-20,59.0,52.0%,0.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Apr 23:30 2363695,Nouns,Detonate,Inferno,MarKE,26-19,87.2,79.3%,1.32,cynic,24-20,80.0,75.9%,1.25,Bwills,18-16,81.3,72.4%,1.13,nosraC,15-16,65.0,65.5%,0.89,cJ,16-21,63.5,72.4%,0.87,SLIGHT,17-15,65.0,86.2%,1.15,micro,21-23,89.0,72.4%,1.14,freshie,17-18,64.9,82.8%,1.07,brett,18-22,76.8,58.6%,1.01,Cryptic,16-21,62.3,65.5%,0.89,Mirage,nosraC,22-19,89.9,71.4%,1.12,Bwills,22-22,81.8,53.6%,0.99,cynic,20-24,87.8,53.6%,0.93,MarKE,12-19,57.8,60.7%,0.67,cJ,11-21,43.0,50.0%,0.59,freshie,26-13,103.8,82.1%,1.55,SLIGHT,25-17,88.5,57.1%,1.31,Cryptic,19-14,73.3,78.6%,1.28,brett,19-19,75.7,64.3%,1.04,micro,16-24,71.8,57.1%,0.79,Overpass,cJ,23-15,85.0,81.5%,1.37,nosraC,21-18,90.4,70.4%,1.21,Bwills,22-20,72.4,66.7%,1.14,cynic,16-16,74.7,66.7%,1.12,MarKE,15-16,59.3,70.4%,0.94,brett,21-22,88.0,63.0%,1.06,SLIGHT,17-19,70.0,63.0%,1.02,Cryptic,18-19,66.9,51.9%,0.93,micro,15-18,67.1,70.4%,0.89,freshie,14-19,58.6,70.4%,0.82
13 Apr 21:30 2363684,00NATION,Fluxo,Mirage,coldzera,27-18,119.1,65.4%,1.57,nqz,14-18,51.4,69.2%,0.79,n9xtz,11-17,51.4,57.7%,0.73,latto,7-18,58.7,65.4%,0.70,dumau,12-18,45.0,50.0%,0.65,vsm,26-15,96.8,69.2%,1.46,felps,18-15,82.2,69.2%,1.22,history,18-14,78.2,73.1%,1.17,Lucaozy,14-14,70.1,73.1%,1.06,WOOD7,13-13,56.5,65.4%,0.87,Ancient,n9xtz,22-11,95.6,81.8%,1.61,latto,14-12,87.4,77.3%,1.30,dumau,18-16,93.9,63.6%,1.29,coldzera,18-16,78.3,81.8%,1.18,nqz,14-11,63.4,77.3%,1.16,Lucaozy,20-16,92.4,72.7%,1.20,felps,14-16,76.0,68.2%,1.01,vsm,14-19,82.2,63.6%,0.93,WOOD7,8-16,49.9,63.6%,0.71,history,6-19,41.3,45.5%,0.37,Inferno,latto,27-12,120.7,87.5%,1.87,coldzera,19-14,63.9,83.3%,1.26,dumau,14-13,75.9,95.8%,1.26,n9xtz,16-12,79.1,75.0%,1.22,nqz,12-13,43.8,66.7%,0.83,Lucaozy,18-15,84.4,79.2%,1.19,history,16-15,59.3,58.3%,0.92,WOOD7,9-19,66.6,50.0%,0.67,felps,8-21,55.5,45.8%,0.60,vsm,11-19,48.5,50.0%,0.59
13 Apr 22:00 2363635,Corinthians,Case,Vertigo,proSHOW,15-17,79.6,57.9%,0.91,Demonos,8-18,61.8,36.8%,0.61,voltera,8-17,64.7,42.1%,0.59,fREQ,6-17,40.9,52.6%,0.51,r4ul,7-19,54.2,47.4%,0.39,RCF,25-8,133.4,89.5%,2.10,yepz,18-10,101.1,84.2%,1.55,steel,16-8,93.6,84.2%,1.47,Snowzin,17-9,84.2,73.7%,1.43,honda,12-9,62.9,78.9%,1.15,Mirage,voltera,22-16,87.0,73.1%,1.30,proSHOW,15-19,68.8,61.5%,0.87,Demonos,17-21,66.5,65.4%,0.83,r4ul,12-18,69.2,57.7%,0.83,fREQ,4-20,23.6,46.2%,0.37,yepz,25-12,101.3,80.8%,1.54,RCF,21-15,78.1,76.9%,1.32,Snowzin,21-16,84.1,76.9%,1.23,steel,14-12,60.0,76.9%,1.05,honda,13-15,60.9,73.1%,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Apr 19:00 2363608,DomiNation,LDLC,Inferno,Kamion,23-11,117.0,90.9%,1.83,Aaron,21-11,88.5,86.4%,1.64,bodito,15-13,85.3,86.4%,1.27,msN,12-8,53.0,77.3%,1.19,coolio,13-10,57.7,72.7%,1.13,afro,14-14,62.3,59.1%,0.97,Lambert,15-16,70.6,68.2%,0.94,Snobling,9-16,61.6,40.9%,0.65,Brooxsy,9-18,58.8,50.0%,0.54,Graviti,6-20,38.6,31.8%,0.31,Nuke,coolio,23-18,95.1,76.0%,1.24,Aaron,21-17,96.7,76.0%,1.17,bodito,10-19,39.5,60.0%,0.64,Kamion,11-22,62.9,56.0%,0.63,msN,9-22,48.8,48.0%,0.49,afro,29-12,112.3,76.0%,1.82,Snobling,19-12,77.9,80.0%,1.32,Brooxsy,18-17,74.7,76.0%,1.21,Graviti,19-19,80.9,80.0%,1.18,Lambert,12-14,57.8,64.0%,0.92,Vertigo,Kamion,15-21,96.1,60.9%,0.92,msN,12-17,54.3,52.2%,0.71,coolio,14-18,66.7,56.5%,0.69,Aaron,10-17,61.2,47.8%,0.63,bodito,10-17,45.1,47.8%,0.57,afro,26-9,109.6,82.6%,1.85,Graviti,19-13,93.2,78.3%,1.44,Lambert,17-12,87.0,82.6%,1.26,Brooxsy,14-17,74.6,78.3%,1.12,Snobling,14-10,57.8,78.3%,1.08
13 Apr 19:00 2363624,PGE Turow,AGO,Vertigo,darko,24-16,78.3,78.6%,1.23,b1elany,20-18,86.0,78.6%,1.17,gRuChA,18-19,78.4,71.4%,1.13,ultimate,19-16,63.5,60.7%,1.11,kadziu,8-18,38.5,57.1%,0.62,Enzo,20-16,65.8,71.4%,1.10,maaryy,20-21,89.0,71.4%,1.06,darchevile,14-17,60.2,82.1%,0.98,tomiko,17-18,74.3,67.9%,0.96,asran,15-17,57.6,67.9%,0.94,Overpass,kadziu,16-18,88.7,61.9%,0.99,darko,17-15,62.1,61.9%,0.88,ultimate,14-19,72.4,61.9%,0.87,b1elany,11-19,74.7,66.7%,0.70,gRuChA,4-19,33.4,57.1%,0.38,maaryy,21-14,132.5,85.7%,1.77,Enzo,21-14,92.7,76.2%,1.53,tomiko,16-11,79.2,85.7%,1.37,asran,17-11,68.0,90.5%,1.31,darchevile,15-12,73.2,76.2%,1.13,Ancient,gRuChA,25-15,95.6,77.8%,1.49,ultimate,22-15,87.4,81.5%,1.34,kadziu,17-15,65.4,66.7%,1.08,darko,18-20,70.4,77.8%,1.01,b1elany,17-17,73.1,77.8%,0.99,maaryy,25-20,112.1,70.4%,1.37,tomiko,21-22,78.7,66.7%,0.90,darchevile,14-21,62.4,55.6%,0.76,Enzo,12-18,50.6,55.6%,0.76,asran,10-18,50.7,63.0%,0.68
13 Apr 19:00 2363634,BESTIA,FURIA Academy,Overpass,Noktse,21-19,77.7,70.0%,1.09,luchov,21-24,81.6,63.3%,1.04,meyern,20-23,67.1,83.3%,0.95,deco,17-23,69.5,63.3%,0.85,Luken,17-20,60.9,63.3%,0.80,Bruninho,23-18,89.2,76.7%,1.39,kye,29-18,87.7,86.7%,1.34,zmb,20-20,89.4,76.7%,1.15,mello,16-16,58.6,73.3%,1.01,kauez,21-24,71.3,60.0%,1.01,Mirage,Luken,11-18,73.6,44.4%,0.66,deco,8-15,55.6,61.1%,0.61,Noktse,8-17,55.6,66.7%,0.51,luchov,7-16,48.2,38.9%,0.49,meyern,7-16,51.4,44.4%,0.42,mello,17-5,101.6,94.4%,1.95,kye,18-8,100.6,88.9%,1.86,zmb,19-10,115.4,88.9%,1.78,Bruninho,14-8,74.2,88.9%,1.31,kauez,14-10,63.2,83.3%,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Apr 18:30 2363698,Iron Branch,ENCE Academy,Mirage,Ganginho,21-15,88.3,74.1%,1.39,MaSvAl,20-19,88.3,77.8%,1.23,jR,20-16,77.4,74.1%,1.20,lollipop21k,23-15,72.7,70.4%,1.15,sad,14-18,58.3,63.0%,0.84,juissi,21-18,84.4,59.3%,1.13,HENU,16-20,72.2,70.4%,0.95,myltsi,18-21,76.7,66.7%,0.94,podi,16-18,58.6,74.1%,0.92,S1rva,12-21,48.7,59.3%,0.74,Inferno,MaSvAl,24-13,118.0,60.9%,1.54,lollipop21k,19-12,84.0,78.3%,1.30,jR,20-13,83.7,69.6%,1.23,Ganginho,15-16,66.6,73.9%,1.07,sad,12-17,59.8,69.6%,0.88,HENU,23-18,97.2,69.6%,1.29,juissi,10-17,65.3,82.6%,0.94,podi,17-17,78.7,69.6%,0.91,myltsi,11-19,59.7,52.2%,0.69,S1rva,10-19,53.0,56.5%,0.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Apr 18:15 2363697,ALTERNATE aTTaX,VISU,Overpass,Spiidi,26-18,75.7,70.6%,1.13,awzek,26-23,78.0,82.4%,1.13,FreeZe,18-22,74.9,61.8%,0.98,PerX,21-22,62.7,70.6%,0.95,slaxz-,21-21,62.1,70.6%,0.92,LYNXi,29-18,91.2,73.5%,1.40,oopee,27-23,84.9,70.6%,1.13,Jelo,23-21,72.6,73.5%,1.06,eDi,17-24,61.6,58.8%,0.85,Elfern,9-26,39.9,58.8%,0.57,Inferno,slaxz-,24-7,102.2,86.4%,1.86,awzek,23-13,107.5,86.4%,1.70,FreeZe,18-12,84.0,81.8%,1.27,PerX,14-12,75.4,77.3%,1.15,Spiidi,9-8,59.7,81.8%,1.07,Jelo,14-16,65.9,59.1%,0.92,oopee,12-18,68.8,63.6%,0.77,LYNXi,11-18,57.1,45.5%,0.71,eDi,7-19,42.5,63.6%,0.57,Elfern,8-18,44.1,54.5%,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Apr 17:05 2363192,Cloud9,G2,Vertigo,sh1ro,16-16,68.8,63.6%,1.00,HObbit,14-17,78.7,54.5%,0.97,Ax1Le,13-17,66.4,59.1%,0.82,buster,7-20,55.0,50.0%,0.59,nafany,8-19,39.6,50.0%,0.47,HooXi,26-14,113.5,77.3%,1.58,NiKo,17-10,101.7,72.7%,1.42,huNter-,20-11,82.9,81.8%,1.40,m0NESY,18-9,74.0,77.3%,1.36,jks,8-14,52.7,77.3%,0.82,Inferno,Ax1Le,18-19,80.1,72.4%,1.16,sh1ro,19-18,73.6,86.2%,1.11,HObbit,20-19,74.6,79.3%,1.07,nafany,16-19,62.8,69.0%,0.91,buster,9-16,36.2,69.0%,0.63,m0NESY,25-14,78.2,79.3%,1.35,NiKo,17-19,67.1,75.9%,1.11,jks,18-15,70.6,82.8%,1.07,huNter-,17-17,65.8,72.4%,0.97,HooXi,13-18,57.4,62.1%,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Apr 16:00 2363633,Meta,ARCTIC,Nuke,supLexN1,15-16,77.9,65.2%,1.17,Alisson,13-17,64.0,69.6%,0.78,CutzMeretz,11-20,69.1,60.9%,0.72,abr,7-11,24.5,65.2%,0.70,dok,9-20,44.5,56.5%,0.52,lux,22-14,102.1,78.3%,1.49,MaLLby,17-9,76.6,78.3%,1.37,keiz,17-8,68.1,87.0%,1.36,ponter,16-12,65.6,69.6%,1.25,short,12-12,66.3,69.6%,1.02,Inferno,supLexN1,28-20,80.9,82.9%,1.33,abr,21-23,65.1,71.4%,0.96,CutzMeretz,18-24,68.7,62.9%,0.88,dok,21-28,64.9,54.3%,0.80,Alisson,15-23,43.0,60.0%,0.70,short,31-23,105.4,74.3%,1.42,keiz,22-15,62.0,65.7%,1.17,MaLLby,23-21,66.6,68.6%,1.00,lux,21-22,59.1,74.3%,0.98,ponter,21-22,60.9,71.4%,0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Apr 16:00 2363623,Illuminar,Singularity,Inferno,bnox,18-9,102.5,76.2%,1.51,Demho,14-7,64.8,85.7%,1.30,morelz,17-11,90.1,85.7%,1.28,DGL,14-7,68.0,81.0%,1.25,TOAO,17-14,78.5,71.4%,1.20,POLO,13-13,56.8,71.4%,0.95,nestee,11-14,59.0,52.4%,0.88,virtuoso,12-16,56.7,71.4%,0.81,Qlocuu,9-18,66.6,61.9%,0.71,freo,2-19,31.2,47.6%,0.36,Ancient,bnox,23-19,92.1,82.8%,1.32,Demho,22-18,90.6,75.9%,1.25,DGL,17-15,49.5,69.0%,1.03,morelz,19-17,70.6,72.4%,1.02,TOAO,16-20,66.1,79.3%,0.95,nestee,22-17,83.6,79.3%,1.27,POLO,21-16,71.9,65.5%,1.09,Qlocuu,19-22,74.4,75.9%,1.03,freo,13-21,54.6,65.5%,0.84,virtuoso,11-22,49.2,58.6%,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13 Apr 14:55 2363193,BIG,Vitality,Mirage,Krimbo,20-15,79.8,76.9%,1.24,tabseN,20-16,75.5,80.8%,1.20,k1to,17-12,64.2,73.1%,1.11,hyped,14-13,55.4,69.2%,1.02,faveN,11-17,61.8,65.4%,0.73,ZywOo,20-15,86.5,80.8%,1.23,dupreeh,17-15,76.4,76.9%,1.17,apEX,14-17,55.5,61.5%,0.84,Spinx,14-20,69.3,57.7%,0.84,Magisk,8-15,42.8,61.5%,0.69,Nuke,tabseN,26-17,116.9,76.0%,1.43,faveN,18-19,66.4,76.0%,1.07,k1to,12-19,57.8,64.0%,0.78,hyped,12-16,48.8,68.0%,0.77,Krimbo,9-15,49.5,72.0%,0.73,Spinx,27-18,105.2,80.0%,1.51,ZywOo,22-10,74.1,88.0%,1.49,apEX,16-17,70.2,76.0%,1.12,Magisk,12-15,71.9,72.0%,1.03,dupreeh,8-17,39.8,60.0%,0.62,Overpass,k1to,18-20,82.5,56.5%,0.99,Krimbo,10-16,49.7,56.5%,0.74,tabseN,10-20,68.2,47.8%,0.67,hyped,12-20,58.1,52.2%,0.67,faveN,6-19,39.4,56.5%,0.48,apEX,23-8,89.9,87.0%,1.56,ZywOo,20-10,81.2,87.0%,1.42,Spinx,18-10,83.4,82.6%,1.39,dupreeh,18-14,91.1,78.3%,1.23,Magisk,16-14,82.7,91.3%,1.18
